File,Summary,Description - Test Setup,Description - Configuration,Description - Verification,Expected Result
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_MTU_check.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_vxlan_net_acc_mc.c," Cint example to demonstrate VxLAN tunnel termination for uuc/bc and known multicast traffic -
 "," a) Selects three ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with two network ports.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel terminated packet on the access port and
 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_SDtag_Replace.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access (decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_Ingress_VFI_SGLP_Membership.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_vplag_acc_to_net_uc.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network, with multiple network ports being a LAG (VP LAG)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among VP LAG member ports.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_net_to_acc_trunk_inner_l2.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Termination -
 - network to access with access port being a trunk(decap flow)
 - Distribution on trunk based on inner packet (payload) fields: Inner L2 SMAC
 "," a) Selects six ports and configure them in Loopback mode. Out of these
 six ports, one port is used as ingress_port and the others as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', 'trunk show', traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among trunk member ports.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_vxlan_acc_net_mc.c," Cint example to demonstrate VxLAN tunnel initiation for uuc/bc and known multicast traffic -
 "," a) Selects three ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with two network ports.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel terminated packet on the access port and
 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_Ingress_VFI_VP_Membership.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_vxlan_net_acc_bud_mc.c," Cint example to demonstrate VxLAN known multicast BUD mode configuration -
 "," a) Selects three ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with two network ports.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel terminated packet on the access port and
 ipmc routed packet on the second network port.
 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_net_encap_VFI.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 - dst-mac-1 00:00:00:00:aa:aa is tunneled through network port 1
 - dst-mac-2 00:00:00:00:cc:cc is tunneled through network port 2
 "," a) Selects two ports for network side and one port for access side
 and configure them in Loopback mode.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 Setup two network ports for encapsulation.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_MatchPort.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_Egress_VFI_VP_Membership.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv6_NtoA_UC_MatchSipv6.c," Cint example to demonstrate VxLAN Bridging configuration for V6 tunnel Termination -
 - network to access (decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration .
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 V6 is FlexFlow feature and hence requires FLow Options to be used
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the access packet on the egress port with the tunnel header removed
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_net_match_VN_ID.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access(decap flow)
 "," a) Selects four ports and configure them in Loopback mode. Out of these
 four ports, two ports are used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the packet on the egress port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_net_encap_VFI_DVP.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 - dst-mac-1 00:00:00:00:aa:aa is tunneled through network port 1
 - dst-mac-2 00:00:00:00:cc:cc is tunneled through network port 2
 "," a) Selects two ports for network side and one port for access side
 and configure them in Loopback mode.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 Setup two network ports for encapsulation.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_vplag_acc_to_net_learning.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network, with multiple acess ports being a LAG (VP LAG)
 - L2 learning of a packet ingressing access ports' VPLAG
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'l2 show' to check if the packets are learnt on the VPLAG
"
$SDK/src/examples/xgs/TD3/INT/int_over_udp.c," This CINT script demonstrates how to configure INT over UDP.
 "," a) Select one ingress and one egress port
"," a) Configures INT on switch and sets up required l3 data path
"," a) Send wirespeed traffic into xe0
 00000200000100000400000008004500
 0047000100004011659b0a0000010a00
 010a2b671a6f00330de3aaaaaaaabbbb
 bbbb01010000ffffffffff0000001fe0
 000000000001494e5420554450207061
 636b65742e
 Probe-Header:
 =============
 #    0                   1                   2                   3
 #    0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |                         Probe Marker (1)                      |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |                         Probe Marker (2)                      |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |   Version     | Message Type  |             Flags             |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |                     Telemetry Request Vector                  |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |   Hop Limit   |   Hop Count   |         Must Be Zero          |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |         Maximum Length        |        Current Length         |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |        Sender's Handle        |        Sequence Number        |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #
  Metadata Format:
 =================
 #    0                   1                   2                   3
 #    0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |                     Device_ID (32bits)                        |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |Temp |Cong     |   Reserved    | IP_TTL(8bits) | Queue(8bits)  |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |                  Receive_Seconds(47-16)                       |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |  Receive_seconds(15-0)        |  Receive_nano-seconds(31-16)  |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |  Receive_nano-seconds(15-00)  | Transmit_nano-Seconds(31-16)  |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |  Transmit_nano-seconds(15-00) |          Reserved             |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |         Ingress Port          |        Egress Port            |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 #   |                           Reserved                            |
 #   +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
 Temp:     Template-Id (3-bits)
 Cong:     Congestion  (5-bits)
  CASE-1:
 Ingress: UDP INT-Probe packet
 Egress : UDP INT-Probe + Metadata packet
 Ingress-packet:
  Ingress packet with probe-header on port-1:
 ================
 ###[ Ethernet ]###
 dst       = 00:00:02:00:00:01
 src       = 00:00:04:00:00:00
 type      = IPv4
 ###[ IP ]###
 version   = 4
 ihl       = None
 tos       = 0x0
 len       = None
 id        = 1
 ttl       = 64
 proto     = udp
 src       = 10.0.0.1
 dst       = 10.0.1.10
 ###[ UDP ]###
 sport     = 11111
 dport     = 6767
 ###[ INT_PROBE ]###
 Probe_Marker_1= 0xaaaaaaaa
 Probe_Marker_2= 0xbbbbbbbb
 Version   = 0x1
 Msg_Type  = 0x1
 Flags     = 0x0
 Req_Vector= 0xffffffff
 Hop_limit = 0xff
 Hop_count = 0x0
 Reserved0 = 0x0
 Max_length= 0x1fe0
 Curr_length= 0x0
 Sender_handle= 0x0
 Sequence_num= 0x1
 ###[ Raw ]###
 load      = 'INT UDP packet.'
 "," Captured packet on xe1:
 00000200000100000400000008004500
 0067000100004011657B0A0000010A00
 010A2B671A6F00530000AAAAAAAABBBB
 BBBB01010000FFFFFFFFFF0100001FE0
 002000000001FEEDF00D01EE40000000
 00000000000000020000000000EE0001
 0005CCCCCCCC494E5420554450207061
 636B65742E6B9E5523
 ====================
 ###[ Ethernet ]###
 dst       = 00:00:02:00:00:01
 src       = 00:00:04:00:00:00
 type      = n_802_1Q
 ###[ 802.1Q ]###
 prio      = 0L
 id        = 0L
 vlan      = 1L
 type      = IPv4
 ###[ IP ]###
 version   = 4L
 ihl       = 5L
 tos       = 0x0
 len       = 103
 frag      = 0L
 ttl       = 64
 proto     = udp
 chksum    = 0x657b
 src       = 10.0.0.1
 dst       = 10.0.1.10
 ###[ UDP ]###
 sport     = 11111
 dport     = 6767
 len       = 83
 ###[ INT_PROBE ]###
 Probe_Marker_1= 0xaaaaaaaa
 Probe_Marker_2= 0xbbbbbbbb
 Version   = 0x1
 Msg_Type  = 0x1
 Flags     = 0x0
 Req_Vector= 0xffffffff
 Hop_limit = 0xff
 Hop_count = 0x1
 Reserved0 = 0x0
 Max_length= 0x1fe0
 Curr_length= 0x20
 Sender_handle= 0x0
 Sequence_num= 0x1
 ###[ INT_METADATA ]###
 DeviceId  = 0xfeedf00d
 Temp_congestion= 0x1
 RSVD field (OPAQUE_MD1)= 0xee
 IP_TTL    = 0x40
 QUEUE_ID  = 0x0
 RX_TIMESTAMP_SECs= 0x0
 Recv_Secs_1500= 0x2
 Recv_Nsec_3116= 0x80f0
 Recv_Nsec_1500= 0xc10e
 Tx_Nsec_3116= 0x80f0
 Tx_Nsec_1500= 0xc3e4
 RSVD field (OPAQUE_MD1)= 0xee
 Ingess_Port= 0x1
 Egress_Port= 0x5
 RSVD field (OPAQUE_MD2)= 0xcccccccc
 ###[ Raw ]###
 load      = 'INT UDP packet.'
 "
